state,county,candidate,party,votes,won
New Hampshire,Pembroke,Darryl Perry,LIB,52,FALSE
New Hampshire,Pembroke, Write-ins,WRI,0,FALSE
New Hampshire,Pittsfield,Chris Sununu,REP,1588,TRUE
New Hampshire,Pittsfield,Dan Feltes,DEM,455,FALSE
New Hampshire,Pittsfield,Darryl Perry,LIB,36,FALSE
New Hampshire,Pittsfield, Write-ins,WRI,0,FALSE
New Hampshire,Salisbury,Chris Sununu,REP,656,TRUE
New Hampshire,Salisbury,Dan Feltes,DEM,249,FALSE
New Hampshire,Salisbury,Darryl Perry,LIB,14,FALSE
New Hampshire,Salisbury, Write-ins,WRI,0,FALSE
New Hampshire,Sutton,Chris Sununu,REP,815,TRUE
New Hampshire,Sutton,Dan Feltes,DEM,520,FALSE
New Hampshire,Sutton,Darryl Perry,LIB,16,FALSE
New Hampshire,Sutton, Write-ins,WRI,0,FALSE
New Hampshire,Warner,Chris Sununu,REP,1144,TRUE
New Hampshire,Warner,Dan Feltes,DEM,760,FALSE
New Hampshire,Warner,Darryl Perry,LIB,27,FALSE
New Hampshire,Warner, Write-ins,WRI,0,FALSE
New Hampshire,Webster,Chris Sununu,REP,861,TRUE
New Hampshire,Webster,Dan Feltes,DEM,357,FALSE
New Hampshire,Webster,Darryl Perry,LIB,10,FALSE
New Hampshire,Webster, Write-ins,WRI,0,FALSE
New Hampshire,Wilmot,Chris Sununu,REP,556,TRUE
New Hampshire,Wilmot,Dan Feltes,DEM,391,FALSE
New Hampshire,Wilmot,Darryl Perry,LIB,10,FALSE
New Hampshire,Wilmot, Write-ins,WRI,0,FALSE
New Hampshire,Atkinson,Chris Sununu,REP,3749,TRUE
New Hampshire,Atkinson,Dan Feltes,DEM,1283,FALSE
New Hampshire,Atkinson,Darryl Perry,LIB,45,FALSE
New Hampshire,Atkinson, Write-ins,WRI,0,FALSE
New Hampshire,Auburn,Chris Sununu,REP,3058,TRUE
New Hampshire,Auburn,Dan Feltes,DEM,778,FALSE
New Hampshire,Auburn,Darryl Perry,LIB,47,FALSE
New Hampshire,Auburn, Write-ins,WRI,0,FALSE
New Hampshire,Brentwood,Chris Sununu,REP,1945,TRUE
New Hampshire,Brentwood,Dan Feltes,DEM,893,FALSE
New Hampshire,Brentwood,Darryl Perry,LIB,32,FALSE
New Hampshire,Brentwood, Write-ins,WRI,0,FALSE
New Hampshire,Candia,Chris Sununu,REP,2143,TRUE
New Hampshire,Candia,Dan Feltes,DEM,568,FALSE
New Hampshire,Candia,Darryl Perry,LIB,48,FALSE
New Hampshire,Candia, Write-ins,WRI,5,FALSE
New Hampshire,Chester,Chris Sununu,REP,2562,TRUE
New Hampshire,Chester,Dan Feltes,DEM,820,FALSE
New Hampshire,Chester,Darryl Perry,LIB,43,FALSE
New Hampshire,Chester, Write-ins,WRI,0,FALSE
New Hampshire,Danville,Chris Sununu,REP,2106,TRUE
New Hampshire,Danville,Dan Feltes,DEM,621,FALSE
New Hampshire,Danville,Darryl Perry,LIB,56,FALSE
New Hampshire,Danville, Write-ins,WRI,0,FALSE
New Hampshire,Deerfield,Chris Sununu,REP,2338,TRUE
New Hampshire,Deerfield,Dan Feltes,DEM,808,FALSE
New Hampshire,Deerfield,Darryl Perry,LIB,47,FALSE
New Hampshire,Deerfield, Write-ins,WRI,1,FALSE
New Hampshire,Derry,Chris Sununu,REP,12519,TRUE
New Hampshire,Derry,Dan Feltes,DEM,4967,FALSE
New Hampshire,Derry,Darryl Perry,LIB,235,FALSE
New Hampshire,Derry, Write-ins,WRI,0,FALSE
New Hampshire,East Kingston,Chris Sununu,REP,1194,TRUE
New Hampshire,East Kingston,Dan Feltes,DEM,449,FALSE
New Hampshire,East Kingston,Darryl Perry,LIB,19,FALSE
New Hampshire,East Kingston, Write-ins,WRI,0,FALSE
New Hampshire,Epping,Chris Sununu,REP,3106,TRUE
New Hampshire,Epping,Dan Feltes,DEM,1146,FALSE
New Hampshire,Epping,Darryl Perry,LIB,54,FALSE
New Hampshire,Epping, Write-ins,WRI,0,FALSE
New Hampshire,Exeter,Chris Sununu,REP,5443,TRUE
New Hampshire,Exeter,Dan Feltes,DEM,4660,FALSE
New Hampshire,Exeter,Darryl Perry,LIB,109,FALSE
New Hampshire,Exeter, Write-ins,WRI,3,FALSE
New Hampshire,Fremont,Chris Sununu,REP,2154,TRUE
New Hampshire,Fremont,Dan Feltes,DEM,635,FALSE
New Hampshire,Fremont,Darryl Perry,LIB,37,FALSE
New Hampshire,Fremont, Write-ins,WRI,0,FALSE
New Hampshire,Greenland,Chris Sununu,REP,1855,TRUE
New Hampshire,Greenland,Dan Feltes,DEM,1009,FALSE
New Hampshire,Greenland,Darryl Perry,LIB,18,FALSE
New Hampshire,Greenland, Write-ins,WRI,0,FALSE
New Hampshire,Hampstead,Chris Sununu,REP,4361,TRUE
New Hampshire,Hampstead,Dan Feltes,DEM,1403,FALSE
New Hampshire,Hampstead,Darryl Perry,LIB,55,FALSE
New Hampshire,Hampstead, Write-ins,WRI,10,FALSE
New Hampshire,Hampton,Chris Sununu,REP,7674,TRUE
New Hampshire,Hampton,Dan Feltes,DEM,3598,FALSE
New Hampshire,Hampton,Darryl Perry,LIB,140,FALSE
New Hampshire,Hampton, Write-ins,WRI,0,FALSE
New Hampshire,Hampton Falls,Chris Sununu,REP,1206,TRUE
New Hampshire,Hampton Falls,Dan Feltes,DEM,469,FALSE
New Hampshire,Hampton Falls,Darryl Perry,LIB,15,FALSE
New Hampshire,Hampton Falls, Write-ins,WRI,0,FALSE
New Hampshire,Kensington,Chris Sununu,REP,1001,TRUE
New Hampshire,Kensington,Dan Feltes,DEM,520,FALSE
New Hampshire,Kensington,Darryl Perry,LIB,20,FALSE
New Hampshire,Kensington, Write-ins,WRI,0,FALSE
New Hampshire,Kingston,Chris Sununu,REP,2966,TRUE
New Hampshire,Kingston,Dan Feltes,DEM,1054,FALSE
New Hampshire,Kingston,Darryl Perry,LIB,40,FALSE
New Hampshire,Kingston, Write-ins,WRI,4,FALSE
New Hampshire,Londonderry,Chris Sununu,REP,11303,TRUE
New Hampshire,Londonderry,Dan Feltes,DEM,4302,FALSE
New Hampshire,Londonderry,Darryl Perry,LIB,152,FALSE
New Hampshire,Londonderry, Write-ins,WRI,0,FALSE
New Hampshire,New Castle,Chris Sununu,REP,508,TRUE
New Hampshire,New Castle,Dan Feltes,DEM,402,FALSE
New Hampshire,New Castle,Darryl Perry,LIB,7,FALSE
New Hampshire,New Castle, Write-ins,WRI,1,FALSE
New Hampshire,Newfields,Chris Sununu,REP,825,TRUE
New Hampshire,Newfields,Dan Feltes,DEM,414,FALSE
New Hampshire,Newfields,Darryl Perry,LIB,13,FALSE
New Hampshire,Newfields, Write-ins,WRI,0,FALSE
New Hampshire,Newington,Chris Sununu,REP,426,TRUE
New Hampshire,Newington,Dan Feltes,DEM,204,FALSE
New Hampshire,Newington,Darryl Perry,LIB,5,FALSE
New Hampshire,Newington, Write-ins,WRI,0,FALSE
New Hampshire,Newmarket,Chris Sununu,REP,3150,TRUE
New Hampshire,Newmarket,Dan Feltes,DEM,2644,FALSE
New Hampshire,Newmarket,Darryl Perry,LIB,108,FALSE
New Hampshire,Newmarket, Write-ins,WRI,0,FALSE
New Hampshire,Newton,Chris Sununu,REP,2123,TRUE
New Hampshire,Newton,Dan Feltes,DEM,789,FALSE
New Hampshire,Newton,Darryl Perry,LIB,52,FALSE
New Hampshire,Newton, Write-ins,WRI,0,FALSE
New Hampshire,North Hampton,Chris Sununu,REP,2250,TRUE
New Hampshire,North Hampton,Dan Feltes,DEM,1158,FALSE
New Hampshire,North Hampton,Darryl Perry,LIB,31,FALSE
New Hampshire,North Hampton, Write-ins,WRI,1,FALSE
New Hampshire,Northwood,Chris Sununu,REP,1967,TRUE
New Hampshire,Northwood,Dan Feltes,DEM,807,FALSE
New Hampshire,Northwood,Darryl Perry,LIB,46,FALSE
New Hampshire,Northwood, Write-ins,WRI,9,FALSE
New Hampshire,Nottingham,Chris Sununu,REP,2381,TRUE
New Hampshire,Nottingham,Dan Feltes,DEM,1056,FALSE
New Hampshire,Nottingham,Darryl Perry,LIB,52,FALSE
New Hampshire,Nottingham, Write-ins,WRI,0,FALSE
New Hampshire,Plaistow,Chris Sununu,REP,3162,TRUE
New Hampshire,Plaistow,Dan Feltes,DEM,1296,FALSE
New Hampshire,Plaistow,Darryl Perry,LIB,75,FALSE
New Hampshire,Plaistow, Write-ins,WRI,4,FALSE
New Hampshire,Portsmouth,Dan Feltes,DEM,7350,TRUE
New Hampshire,Portsmouth,Chris Sununu,REP,6861,FALSE
New Hampshire,Portsmouth,Darryl Perry,LIB,178,FALSE
New Hampshire,Portsmouth, Write-ins,WRI,0,FALSE
New Hampshire,Raymond,Chris Sununu,REP,4494,TRUE
New Hampshire,Raymond,Dan Feltes,DEM,1328,FALSE
New Hampshire,Raymond,Darryl Perry,LIB,83,FALSE
New Hampshire,Raymond, Write-ins,WRI,0,FALSE
New Hampshire,Rye,Chris Sununu,REP,2638,TRUE
New Hampshire,Rye,Dan Feltes,DEM,1757,FALSE
New Hampshire,Rye,Darryl Perry,LIB,28,FALSE
New Hampshire,Rye, Write-ins,WRI,4,FALSE
New Hampshire,Salem,Chris Sununu,REP,13202,TRUE
New Hampshire,Salem,Dan Feltes,DEM,4289,FALSE
New Hampshire,Salem,Darryl Perry,LIB,162,FALSE
New Hampshire,Salem, Write-ins,WRI,0,FALSE
New Hampshire,Sandown,Chris Sununu,REP,2919,TRUE
New Hampshire,Sandown,Dan Feltes,DEM,967,FALSE
New Hampshire,Sandown,Darryl Perry,LIB,67,FALSE
New Hampshire,Sandown, Write-ins,WRI,0,FALSE
New Hampshire,Seabrook,Chris Sununu,REP,3665,TRUE
New Hampshire,Seabrook,Dan Feltes,DEM,1144,FALSE
New Hampshire,Seabrook,Darryl Perry,LIB,77,FALSE
New Hampshire,Seabrook, Write-ins,WRI,0,FALSE
New Hampshire,South Hampton,Chris Sununu,REP,420,TRUE
New Hampshire,South Hampton,Dan Feltes,DEM,215,FALSE
New Hampshire,South Hampton,Darryl Perry,LIB,9,FALSE
New Hampshire,South Hampton, Write-ins,WRI,0,FALSE
New Hampshire,Stratham,Chris Sununu,REP,3377,TRUE
New Hampshire,Stratham,Dan Feltes,DEM,2026,FALSE
New Hampshire,Stratham,Darryl Perry,LIB,34,FALSE
New Hampshire,Stratham, Write-ins,WRI,0,FALSE
New Hampshire,Windham,Chris Sununu,REP,7241,TRUE
New Hampshire,Windham,Dan Feltes,DEM,2403,FALSE
New Hampshire,Windham,Darryl Perry,LIB,98,FALSE
New Hampshire,Windham, Write-ins,WRI,0,FALSE
New Hampshire,Barrington,Chris Sununu,REP,3964,TRUE
New Hampshire,Barrington,Dan Feltes,DEM,1901,FALSE
New Hampshire,Barrington,Darryl Perry,LIB,67,FALSE
New Hampshire,Barrington, Write-ins,WRI,0,FALSE
New Hampshire,Dover,Chris Sununu,REP,10214,TRUE
New Hampshire,Dover,Dan Feltes,DEM,8411,FALSE
New Hampshire,Dover,Darryl Perry,LIB,324,FALSE
New Hampshire,Dover, Write-ins,WRI,43,FALSE
New Hampshire,Durham,Dan Feltes,DEM,4332,TRUE
New Hampshire,Durham,Chris Sununu,REP,3020,FALSE
New Hampshire,Durham,Darryl Perry,LIB,143,FALSE
New Hampshire,Durham, Write-ins,WRI,0,FALSE
New Hampshire,Farmington,Chris Sununu,REP,2541,TRUE
New Hampshire,Farmington,Dan Feltes,DEM,789,FALSE
New Hampshire,Farmington,Darryl Perry,LIB,69,FALSE
New Hampshire,Farmington, Write-ins,WRI,9,FALSE
New Hampshire,Lee,Chris Sununu,REP,1579,TRUE
New Hampshire,Lee,Dan Feltes,DEM,1325,FALSE
New Hampshire,Lee,Darryl Perry,LIB,18,FALSE
New Hampshire,Lee, Write-ins,WRI,0,FALSE
New Hampshire,Madbury,Chris Sununu,REP,697,TRUE
New Hampshire,Madbury,Dan Feltes,DEM,557,FALSE
New Hampshire,Madbury,Darryl Perry,LIB,32,FALSE
New Hampshire,Madbury, Write-ins,WRI,2,FALSE
New Hampshire,Middleton,Chris Sununu,REP,815,TRUE
New Hampshire,Middleton,Dan Feltes,DEM,210,FALSE
New Hampshire,Middleton,Darryl Perry,LIB,7,FALSE
New Hampshire,Middleton, Write-ins,WRI,0,FALSE
New Hampshire,Milton,Chris Sununu,REP,1904,TRUE
New Hampshire,Milton,Dan Feltes,DEM,552,FALSE
New Hampshire,Milton,Darryl Perry,LIB,55,FALSE
New Hampshire,Milton, Write-ins,WRI,0,FALSE
New Hampshire,New Durham,Chris Sununu,REP,1411,TRUE
New Hampshire,New Durham,Dan Feltes,DEM,392,FALSE
New Hampshire,New Durham,Darryl Perry,LIB,28,FALSE
New Hampshire,New Durham, Write-ins,WRI,2,FALSE
New Hampshire,Rochester,Chris Sununu,REP,11705,TRUE
New Hampshire,Rochester,Dan Feltes,DEM,4682,FALSE
New Hampshire,Rochester,Darryl Perry,LIB,307,FALSE
New Hampshire,Rochester, Write-ins,WRI,17,FALSE
New Hampshire,Rollinsford,Chris Sununu,REP,1086,TRUE
New Hampshire,Rollinsford,Dan Feltes,DEM,607,FALSE
New Hampshire,Rollinsford,Darryl Perry,LIB,24,FALSE
New Hampshire,Rollinsford, Write-ins,WRI,0,FALSE
New Hampshire,Somersworth,Chris Sununu,REP,3708,TRUE
New Hampshire,Somersworth,Dan Feltes,DEM,2222,FALSE
New Hampshire,Somersworth,Darryl Perry,LIB,92,FALSE
New Hampshire,Somersworth, Write-ins,WRI,0,FALSE
New Hampshire,Strafford,Chris Sununu,REP,1898,TRUE
New Hampshire,Strafford,Dan Feltes,DEM,811,FALSE
New Hampshire,Strafford,Darryl Perry,LIB,39,FALSE
New Hampshire,Strafford, Write-ins,WRI,2,FALSE
New Hampshire,Acworth,Chris Sununu,REP,325,TRUE
New Hampshire,Acworth,Dan Feltes,DEM,229,FALSE
New Hampshire,Acworth,Darryl Perry,LIB,8,FALSE
New Hampshire,Acworth, Write-ins,WRI,0,FALSE
New Hampshire,Charlestown,Chris Sununu,REP,1692,TRUE
New Hampshire,Charlestown,Dan Feltes,DEM,712,FALSE
New Hampshire,Charlestown,Darryl Perry,LIB,52,FALSE
New Hampshire,Charlestown, Write-ins,WRI,0,FALSE
New Hampshire,Claremont,Chris Sununu,REP,3829,TRUE
New Hampshire,Claremont,Dan Feltes,DEM,1793,FALSE
New Hampshire,Claremont,Darryl Perry,LIB,122,FALSE
New Hampshire,Claremont, Write-ins,WRI,0,FALSE
New Hampshire,Cornish,Chris Sununu,REP,660,TRUE
New Hampshire,Cornish,Dan Feltes,DEM,468,FALSE
New Hampshire,Cornish,Darryl Perry,LIB,13,FALSE
New Hampshire,Cornish, Write-ins,WRI,0,FALSE
New Hampshire,Croydon,Chris Sununu,REP,400,TRUE
New Hampshire,Croydon,Dan Feltes,DEM,96,FALSE
New Hampshire,Croydon,Darryl Perry,LIB,8,FALSE
New Hampshire,Croydon, Write-ins,WRI,0,FALSE
New Hampshire,Goshen,Chris Sununu,REP,349,TRUE
New Hampshire,Goshen,Dan Feltes,DEM,118,FALSE
New Hampshire,Goshen,Darryl Perry,LIB,9,FALSE
New Hampshire,Goshen, Write-ins,WRI,0,FALSE
New Hampshire,Grantham,Chris Sununu,REP,1210,TRUE
New Hampshire,Grantham,Dan Feltes,DEM,1158,FALSE
New Hampshire,Grantham,Darryl Perry,LIB,25,FALSE
New Hampshire,Grantham, Write-ins,WRI,0,FALSE
New Hampshire,Langdon,Chris Sununu,REP,263,TRUE
New Hampshire,Langdon,Dan Feltes,DEM,139,FALSE
New Hampshire,Langdon,Darryl Perry,LIB,6,FALSE
New Hampshire,Langdon, Write-ins,WRI,0,FALSE
New Hampshire,Lempster,Chris Sununu,REP,552,TRUE
New Hampshire,Lempster,Dan Feltes,DEM,145,FALSE
New Hampshire,Lempster,Darryl Perry,LIB,11,FALSE
New Hampshire,Lempster, Write-ins,WRI,0,FALSE
New Hampshire,Newport,Chris Sununu,REP,2332,TRUE
New Hampshire,Newport,Dan Feltes,DEM,716,FALSE
New Hampshire,Newport,Darryl Perry,LIB,48,FALSE
New Hampshire,Newport, Write-ins,WRI,0,FALSE
New Hampshire,Plainfield,Chris Sununu,REP,823,TRUE
New Hampshire,Plainfield,Dan Feltes,DEM,817,FALSE
New Hampshire,Plainfield,Darryl Perry,LIB,14,FALSE
New Hampshire,Plainfield, Write-ins,WRI,0,FALSE
New Hampshire,Springfield,Chris Sununu,REP,569,TRUE
New Hampshire,Springfield,Dan Feltes,DEM,298,FALSE
New Hampshire,Springfield,Darryl Perry,LIB,13,FALSE
New Hampshire,Springfield, Write-ins,WRI,0,FALSE
New Hampshire,Sunapee,Chris Sununu,REP,1617,TRUE
New Hampshire,Sunapee,Dan Feltes,DEM,764,FALSE
New Hampshire,Sunapee,Darryl Perry,LIB,31,FALSE
New Hampshire,Sunapee, Write-ins,WRI,0,FALSE
New Hampshire,Unity,Chris Sununu,REP,674,TRUE
New Hampshire,Unity,Dan Feltes,DEM,189,FALSE
New Hampshire,Unity,Darryl Perry,LIB,14,FALSE
New Hampshire,Unity, Write-ins,WRI,0,FALSE
New Hampshire,Washington,Chris Sununu,REP,577,TRUE
New Hampshire,Washington,Dan Feltes,DEM,207,FALSE
New Hampshire,Washington,Darryl Perry,LIB,12,FALSE
New Hampshire,Washington, Write-ins,WRI,0,FALSE
North Carolina,Alamance  ,Dan Forest,REP,42918,TRUE
North Carolina,Alamance  ,Roy Cooper,DEM,41979,FALSE
North Carolina,Alamance  ,Steven DiFiore,LIB,756,FALSE
North Carolina,Alamance  ,Al Pisano,CST,282,FALSE
North Carolina,Alexander  ,Dan Forest,REP,14980,TRUE
North Carolina,Alexander  ,Roy Cooper,DEM,4980,FALSE
North Carolina,Alexander  ,Steven DiFiore,LIB,152,FALSE
North Carolina,Alexander  ,Al Pisano,CST,75,FALSE
North Carolina,Alleghany  ,Dan Forest,REP,4085,TRUE
North Carolina,Alleghany  ,Roy Cooper,DEM,1929,FALSE
North Carolina,Alleghany  ,Steven DiFiore,LIB,47,FALSE
North Carolina,Alleghany  ,Al Pisano,CST,23,FALSE
North Carolina,Anson  ,Roy Cooper,DEM,6116,TRUE
North Carolina,Anson  ,Dan Forest,REP,4977,FALSE
North Carolina,Anson  ,Steven DiFiore,LIB,75,FALSE
North Carolina,Anson  ,Al Pisano,CST,38,FALSE
North Carolina,Ashe  ,Dan Forest,REP,10622,TRUE
North Carolina,Ashe  ,Roy Cooper,DEM,4967,FALSE
North Carolina,Ashe  ,Steven DiFiore,LIB,128,FALSE
North Carolina,Ashe  ,Al Pisano,CST,60,FALSE
North Carolina,Avery  ,Dan Forest,REP,6894,TRUE
North Carolina,Avery  ,Roy Cooper,DEM,2407,FALSE
North Carolina,Avery  ,Steven DiFiore,LIB,90,FALSE
North Carolina,Avery  ,Al Pisano,CST,26,FALSE
North Carolina,Beaufort  ,Dan Forest,REP,15710,TRUE
North Carolina,Beaufort  ,Roy Cooper,DEM,10291,FALSE
North Carolina,Beaufort  ,Steven DiFiore,LIB,152,FALSE
North Carolina,Beaufort  ,Al Pisano,CST,79,FALSE
North Carolina,Bertie  ,Roy Cooper,DEM,6080,TRUE
North Carolina,Bertie  ,Dan Forest,REP,3654,FALSE
North Carolina,Bertie  ,Steven DiFiore,LIB,41,FALSE
North Carolina,Bertie  ,Al Pisano,CST,13,FALSE
North Carolina,Bladen  ,Dan Forest,REP,9096,TRUE
North Carolina,Bladen  ,Roy Cooper,DEM,7784,FALSE
North Carolina,Bladen  ,Steven DiFiore,LIB,105,FALSE
North Carolina,Bladen  ,Al Pisano,CST,48,FALSE
North Carolina,Brunswick  ,Dan Forest,REP,51703,TRUE
North Carolina,Brunswick  ,Roy Cooper,DEM,36818,FALSE
North Carolina,Brunswick  ,Steven DiFiore,LIB,850,FALSE
North Carolina,Brunswick  ,Al Pisano,CST,410,FALSE
North Carolina,Buncombe  ,Roy Cooper,DEM,99395,TRUE
North Carolina,Buncombe  ,Dan Forest,REP,58153,FALSE
North Carolina,Buncombe  ,Steven DiFiore,LIB,2272,FALSE
North Carolina,Buncombe  ,Al Pisano,CST,622,FALSE
North Carolina,Burke  ,Dan Forest,REP,28898,TRUE
North Carolina,Burke  ,Roy Cooper,DEM,15028,FALSE
North Carolina,Burke  ,Steven DiFiore,LIB,364,FALSE
North Carolina,Burke  ,Al Pisano,CST,169,FALSE
North Carolina,Cabarrus  ,Dan Forest,REP,59682,TRUE
North Carolina,Cabarrus  ,Roy Cooper,DEM,54665,FALSE
North Carolina,Cabarrus  ,Steven DiFiore,LIB,1484,FALSE
North Carolina,Cabarrus  ,Al Pisano,CST,506,FALSE
North Carolina,Caldwell  ,Dan Forest,REP,30234,TRUE
North Carolina,Caldwell  ,Roy Cooper,DEM,11926,FALSE
North Carolina,Caldwell  ,Steven DiFiore,LIB,368,FALSE
North Carolina,Caldwell  ,Al Pisano,CST,145,FALSE
North Carolina,Camden  ,Dan Forest,REP,4200,TRUE
North Carolina,Camden  ,Roy Cooper,DEM,1600,FALSE
North Carolina,Camden  ,Steven DiFiore,LIB,87,FALSE
North Carolina,Camden  ,Al Pisano,CST,26,FALSE
North Carolina,Carteret  ,Dan Forest,REP,28689,TRUE
North Carolina,Carteret  ,Roy Cooper,DEM,13293,FALSE
North Carolina,Carteret  ,Steven DiFiore,LIB,388,FALSE
North Carolina,Carteret  ,Al Pisano,CST,154,FALSE
North Carolina,Caswell  ,Dan Forest,REP,6634,TRUE
North Carolina,Caswell  ,Roy Cooper,DEM,5285,FALSE
North Carolina,Caswell  ,Steven DiFiore,LIB,69,FALSE
North Carolina,Caswell  ,Al Pisano,CST,32,FALSE
North Carolina,Catawba  ,Dan Forest,REP,53802,TRUE
North Carolina,Catawba  ,Roy Cooper,DEM,28267,FALSE
North Carolina,Catawba  ,Steven DiFiore,LIB,828,FALSE
North Carolina,Catawba  ,Al Pisano,CST,351,FALSE
North Carolina,Chatham  ,Roy Cooper,DEM,28128,TRUE
North Carolina,Chatham  ,Dan Forest,REP,19937,FALSE
North Carolina,Chatham  ,Steven DiFiore,LIB,364,FALSE
North Carolina,Chatham  ,Al Pisano,CST,115,FALSE
North Carolina,Cherokee  ,Dan Forest,REP,12349,TRUE
North Carolina,Cherokee  ,Roy Cooper,DEM,3772,FALSE
North Carolina,Cherokee  ,Steven DiFiore,LIB,171,FALSE
North Carolina,Cherokee  ,Al Pisano,CST,59,FALSE
North Carolina,Chowan  ,Dan Forest,REP,4308,TRUE
North Carolina,Chowan  ,Roy Cooper,DEM,3399,FALSE
North Carolina,Chowan  ,Steven DiFiore,LIB,43,FALSE
North Carolina,Chowan  ,Al Pisano,CST,15,FALSE
North Carolina,Clay  ,Dan Forest,REP,4994,TRUE
North Carolina,Clay  ,Roy Cooper,DEM,1761,FALSE
North Carolina,Clay  ,Steven DiFiore,LIB,69,FALSE
North Carolina,Clay  ,Al Pisano,CST,34,FALSE
North Carolina,Cleveland  ,Dan Forest,REP,32031,TRUE
North Carolina,Cleveland  ,Roy Cooper,DEM,18549,FALSE
North Carolina,Cleveland  ,Steven DiFiore,LIB,399,FALSE
North Carolina,Cleveland  ,Al Pisano,CST,145,FALSE
North Carolina,Columbus  ,Dan Forest,REP,15713,TRUE
North Carolina,Columbus  ,Roy Cooper,DEM,10309,FALSE
North Carolina,Columbus  ,Steven DiFiore,LIB,139,FALSE
North Carolina,Columbus  ,Al Pisano,CST,84,FALSE
North Carolina,Craven  ,Dan Forest,REP,29614,TRUE
North Carolina,Craven  ,Roy Cooper,DEM,22436,FALSE
North Carolina,Craven  ,Steven DiFiore,LIB,584,FALSE
North Carolina,Craven  ,Al Pisano,CST,222,FALSE
North Carolina,Cumberland  ,Roy Cooper,DEM,88278,TRUE
North Carolina,Cumberland  ,Dan Forest,REP,55197,FALSE
North Carolina,Cumberland  ,Steven DiFiore,LIB,2168,FALSE
North Carolina,Cumberland  ,Al Pisano,CST,850,FALSE
North Carolina,Currituck  ,Dan Forest,REP,11293,TRUE
North Carolina,Currituck  ,Roy Cooper,DEM,4382,FALSE
North Carolina,Currituck  ,Steven DiFiore,LIB,255,FALSE
North Carolina,Currituck  ,Al Pisano,CST,95,FALSE
North Carolina,Dare  ,Dan Forest,REP,13151,TRUE
North Carolina,Dare  ,Roy Cooper,DEM,10485,FALSE
North Carolina,Dare  ,Steven DiFiore,LIB,290,FALSE
North Carolina,Dare  ,Al Pisano,CST,94,FALSE
North Carolina,Davidson  ,Dan Forest,REP,60771,TRUE
North Carolina,Davidson  ,Roy Cooper,DEM,26598,FALSE
North Carolina,Davidson  ,Steven DiFiore,LIB,796,FALSE
North Carolina,Davidson  ,Al Pisano,CST,265,FALSE
North Carolina,Davie  ,Dan Forest,REP,17104,TRUE
North Carolina,Davie  ,Roy Cooper,DEM,7904,FALSE
North Carolina,Davie  ,Steven DiFiore,LIB,200,FALSE
North Carolina,Davie  ,Al Pisano,CST,70,FALSE
North Carolina,Duplin  ,Dan Forest,REP,13295,TRUE
North Carolina,Duplin  ,Roy Cooper,DEM,9164,FALSE
North Carolina,Duplin  ,Steven DiFiore,LIB,119,FALSE
North Carolina,Duplin  ,Al Pisano,CST,62,FALSE
North Carolina,Durham  ,Roy Cooper,DEM,147110,TRUE
North Carolina,Durham  ,Dan Forest,REP,29989,FALSE
North Carolina,Durham  ,Steven DiFiore,LIB,1955,FALSE
North Carolina,Durham  ,Al Pisano,CST,541,FALSE
North Carolina,Edgecombe  ,Roy Cooper,DEM,16786,TRUE
North Carolina,Edgecombe  ,Dan Forest,REP,8487,FALSE
North Carolina,Edgecombe  ,Steven DiFiore,LIB,108,FALSE
North Carolina,Edgecombe  ,Al Pisano,CST,68,FALSE
North Carolina,Forsyth  ,Roy Cooper,DEM,118659,TRUE
North Carolina,Forsyth  ,Dan Forest,REP,78473,FALSE
North Carolina,Forsyth  ,Steven DiFiore,LIB,2344,FALSE
North Carolina,Forsyth  ,Al Pisano,CST,840,FALSE
North Carolina,Franklin  ,Dan Forest,REP,19403,TRUE
North Carolina,Franklin  ,Roy Cooper,DEM,17430,FALSE
North Carolina,Franklin  ,Steven DiFiore,LIB,385,FALSE
North Carolina,Franklin  ,Al Pisano,CST,133,FALSE
North Carolina,Gaston  ,Dan Forest,REP,69158,TRUE
North Carolina,Gaston  ,Roy Cooper,DEM,44074,FALSE
North Carolina,Gaston  ,Steven DiFiore,LIB,1213,FALSE
North Carolina,Gaston  ,Al Pisano,CST,474,FALSE
North Carolina,Gates  ,Dan Forest,REP,3163,TRUE
North Carolina,Gates  ,Roy Cooper,DEM,2679,FALSE
North Carolina,Gates  ,Steven DiFiore,LIB,52,FALSE
North Carolina,Gates  ,Al Pisano,CST,39,FALSE
North Carolina,Graham  ,Dan Forest,REP,3489,TRUE
North Carolina,Graham  ,Roy Cooper,DEM,1104,FALSE
North Carolina,Graham  ,Steven DiFiore,LIB,36,FALSE
North Carolina,Graham  ,Al Pisano,CST,15,FALSE
North Carolina,Granville  ,Roy Cooper,DEM,15756,TRUE
North Carolina,Granville  ,Dan Forest,REP,15411,FALSE
North Carolina,Granville  ,Steven DiFiore,LIB,281,FALSE
North Carolina,Granville  ,Al Pisano,CST,100,FALSE
North Carolina,Greene  ,Dan Forest,REP,4678,TRUE
North Carolina,Greene  ,Roy Cooper,DEM,3991,FALSE
North Carolina,Greene  ,Steven DiFiore,LIB,44,FALSE
North Carolina,Greene  ,Al Pisano,CST,22,FALSE
North Carolina,Guilford  ,Roy Cooper,DEM,180160,TRUE
North Carolina,Guilford  ,Dan Forest,REP,97973,FALSE
North Carolina,Guilford  ,Steven DiFiore,LIB,3305,FALSE
North Carolina,Guilford  ,Al Pisano,CST,1154,FALSE
