stat_cd,state,county,current_votes,total_votes,percent
AL,Vermont,Goshen,129,129,100
AL,Vermont,Grafton,411,411,100
AL,Vermont,Granby,43,43,100
AL,Vermont,Bakersfield,696,696,100
AL,Vermont,Grand Isle,1400,1409,100
AL,Vermont,Granville,164,169,100
AL,Vermont,Greensboro,483,491,100
AL,Vermont,Groton,537,549,100
AL,Vermont,Guildhall,171,174,100
AL,Vermont,Guilford,1328,1354,100
AL,Vermont,Halifax,475,492,100
AL,Vermont,Hancock,171,171,100
AL,Vermont,Hardwick,1564,1577,100
AL,Vermont,Hartford,6162,6264,100
AL,Vermont,Baltimore,139,143,100
AL,Vermont,Hartland,2157,2198,100
AL,Vermont,Highgate,1716,1726,100
AL,Vermont,Hinesburg,3054,3084,100
AL,Vermont,Holland,351,358,100
AL,Vermont,Hubbardton,421,427,100
AL,Vermont,Huntington,1401,1405,100
AL,Vermont,Hyde Park,1718,1731,100
AL,Vermont,Ira,258,262,100
AL,Vermont,Irasburg,665,638,95
AL,Vermont,Isle La Motte,349,349,100
AL,Vermont,Barnard,664,669,100
AL,Washington,Adams,5774,5512,95
AL,Washington,Asotin,11754,11386,95
AL,Washington,Benton,101768,92031,95
AL,Washington,Chelan,42246,38387,95
AL,Washington,Clallam,48871,45376,95
AL,Washington,Clark,270764,230184,95
AL,Washington,Columbia,2471,2598,95
AL,Washington,Cowlitz,59507,52546,95
AL,Washington,Douglas,21059,18500,95
AL,Washington,Ferry,4286,4141,95
AL,Washington,Franklin,31904,27278,95
AL,Washington,Garfield,1457,1470,95
AL,Washington,Grant,37283,32598,95
AL,Washington,Grays Harbor,37657,32987,95
AL,Washington,Island,53293,49307,95
AL,Washington,Jefferson,24622,23317,95
AL,Washington,King,1191941,1148274,95
AL,Washington,Kitsap,156855,142965,95
AL,Washington,Kittitas,25407,21798,95
AL,Washington,Klickitat,13401,12384,95
AL,Washington,Lewis,44991,42800,95
AL,Washington,Lincoln,6957,6753,95
AL,Washington,Mason,37014,32470,95
AL,Washington,Okanogan,20986,19655,95
AL,Washington,Pacific,13934,12323,95
AL,Washington,Pend Oreille,8381,8400,95
AL,Washington,Pierce,458653,395000,95
AL,Washington,San Juan,12890,12390,95
AL,Washington,Skagit,71741,64363,95
AL,Washington,Skamania,7051,6115,99
AL,Washington,Snohomish,433874,393499,95
AL,Washington,Spokane,292331,261333,95
AL,Washington,Stevens,27963,26079,95
AL,Washington,Thurston,165598,148822,95
AL,Washington,Wahkiakum,2920,2712,95
AL,Washington,Walla Walla,29741,29232,95
AL,Washington,Whatcom,137342,126124,95
AL,Washington,Whitman,20796,19901,95
AL,Washington,Yakima,95207,89413,95
AL,West Virginia,Barbour,6552,6659,95
AL,West Virginia,Berkeley,47897,49100,95
AL,West Virginia,Boone,8992,8983,99
AL,West Virginia,Braxton,5545,5599,95
AL,West Virginia,Brooke,10409,10631,98
AL,West Virginia,Cabell,36185,36900,95
AL,West Virginia,Calhoun,2886,2879,95
AL,West Virginia,Clay,3218,3313,95
AL,West Virginia,Doddridge,2964,3124,95
AL,West Virginia,Fayette,16691,16794,99
AL,West Virginia,Gilmer,2580,2797,92
AL,West Virginia,Grant,5157,5452,95
AL,West Virginia,Greenbrier,15724,15374,95
AL,West Virginia,Hampshire,9827,9872,99
AL,West Virginia,Hancock,13511,13882,95
AL,West Virginia,Hardy,6120,6207,95
AL,West Virginia,Harrison,30068,30559,95
AL,West Virginia,Jackson,12751,13320,95
AL,West Virginia,Jefferson,26818,27300,95
AL,West Virginia,Kanawha,82003,83259,95
AL,West Virginia,Lewis,7325,7621,95
AL,West Virginia,Lincoln,7578,7773,95
AL,West Virginia,Logan,12745,13595,94
AL,West Virginia,McDowell,6280,6823,92
AL,West Virginia,Marion,25631,25170,95
AL,West Virginia,Marshall,13803,14445,95
AL,West Virginia,Mason,11039,11205,95
AL,West Virginia,Mercer,24947,25103,99
AL,West Virginia,Mineral,12589,12720,95
AL,West Virginia,Mingo,9653,10461,92
AL,West Virginia,Monongalia,41757,42000,95
AL,West Virginia,Monroe,6223,6386,95
AL,West Virginia,Morgan,8347,8365,95
AL,West Virginia,Nicholas,10517,10440,95
AL,West Virginia,Ohio,19654,19732,95
AL,West Virginia,Pendleton,3583,3563,95
AL,West Virginia,Pleasants,3392,3500,95
AL,West Virginia,Pocahontas,3851,4011,95
AL,West Virginia,Preston,14008,14700,95
AL,West Virginia,Putnam,28370,28410,99
AL,West Virginia,Raleigh,32191,32371,95
AL,West Virginia,Randolph,11718,11964,95
AL,West Virginia,Ritchie,4082,4483,91
AL,West Virginia,Roane,5660,5772,95
AL,West Virginia,Summers,5524,5600,95
AL,West Virginia,Taylor,7192,7146,95
AL,West Virginia,Tucker,3751,3799,95
AL,West Virginia,Tyler,3766,4019,94
AL,West Virginia,Upshur,9930,10140,95
AL,West Virginia,Wayne,16351,16700,95
AL,West Virginia,Webster,3339,3276,95
AL,West Virginia,Wetzel,6553,6892,95
AL,West Virginia,Wirt,2544,2664,95
AL,West Virginia,Wood,38077,38487,99
AL,West Virginia,Wyoming,8320,8614,95
